traj_name,rmse,mean,median,std,min,max,sse,num_frames,num_tracked_frames,num_evaluated_frames
00000_KeyFrameTrajectory.txt,118.53494836646554,102.43899122207854,99.94644831791076,59.63880499845354,3.866043714440458,241.30684237483092,63803474.82243681,4541,4541,4541
