category,corruption,severity,method,ape_rmse,rpe_rmse,coverage_pct,status
2d,brightness,3.0,droid,94.21357227469024,8.840202132768937,20.105703589517727,OK
2d,brightness,3.0,orb,3.843427242477745,0.902977072791472,9.09491301475446,OK
2d,brightness,4.0,dpvo,93.85547198474858,9.2870604221127,20.105703589517727,OK
2d,brightness,4.0,droid,94.74797023503989,8.902344955797522,20.105703589517727,OK
2d,brightness,4.0,orb,4.081933956723882,0.9881165287114416,9.337150407399252,OK
2d,brightness,5.0,dpvo,93.83472637356576,9.281301028870615,20.105703589517727,OK
2d,brightness,5.0,droid,95.0722997107218,8.951147295292728,20.105703589517727,OK
2d,brightness,5.0,orb,4.86035388661607,1.016134270846139,8.940761946707774,OK
2d,contrast,1.0,dpvo,94.25480360820956,9.337443272879511,20.105703589517727,OK
2d,contrast,1.0,droid,95.72270326593728,9.034517832790694,20.105703589517727,OK
2d,contrast,1.0,orb,3.219098851541312,1.0496954604607107,8.214049768773398,OK
2d,contrast,2.0,dpvo,93.73573194657166,9.236786398495427,20.105703589517727,OK
2d,contrast,2.0,droid,95.81871080510643,9.04741048321888,20.105703589517727,OK
2d,contrast,2.0,orb,3.60516536092776,0.8228003025055873,8.302136093371503,OK
2d,contrast,3.0,dpvo,93.20546169439392,9.191216302477612,20.105703589517727,OK
2d,contrast,3.0,droid,96.00586683415142,9.066315038335066,20.105703589517727,OK
2d,contrast,3.0,orb,3.3346240914286063,0.814895161780052,8.742567716362034,OK
2d,contrast,4.0,dpvo,93.13399519632016,9.148604165409647,20.105703589517727,OK
2d,contrast,4.0,droid,96.22126792074444,9.109350949405538,20.105703589517727,OK
2d,contrast,4.0,orb,3.323759228711963,3.148781498020687,6.16604272186743,OK
2d,contrast,5.0,dpvo,93.0136050788584,9.15518019464804,20.105703589517727,OK
2d,contrast,5.0,droid,96.96667627088571,9.19958472631894,20.105703589517727,OK
2d,contrast,5.0,orb,,,0.0,FAIL_EMPTY
2d,defocus_blur,1.0,dpvo,93.3555307676516,9.18643217803004,20.105703589517727,OK
2d,defocus_blur,1.0,droid,95.62593783061912,9.036263966321956,20.105703589517727,OK
2d,defocus_blur,1.0,orb,2.881832470885531,0.839187865552156,8.192028187623873,OK
2d,defocus_blur,2.0,dpvo,93.4855803588505,9.253446645721157,20.105703589517727,OK
2d,defocus_blur,2.0,droid,95.80065210481074,9.07407427244579,20.105703589517727,OK
2d,defocus_blur,2.0,orb,2.451427960493883,0.5865687056127782,8.632459810614403,OK
2d,defocus_blur,3.0,dpvo,92.931524299426,9.095541734277983,20.105703589517727,OK
2d,defocus_blur,3.0,droid,95.0453523694975,8.964498411160559,20.105703589517727,OK
2d,defocus_blur,3.0,orb,0.3543742354853653,0.0637816219260338,0.946927989429641,OK
2d,defocus_blur,4.0,dpvo,91.62534757137406,8.733869278720139,20.105703589517727,OK
2d,defocus_blur,4.0,droid,91.64434293052312,8.533088205832478,20.105703589517727,OK
2d,defocus_blur,4.0,orb,60.06491191221144,15.096321477878853,5.064963664391104,OK
2d,defocus_blur,5.0,dpvo,91.19830145602644,8.588037927598682,20.105703589517727,OK
2d,defocus_blur,5.0,droid,82.66403368014447,7.540730429449005,20.105703589517727,OK
2d,defocus_blur,5.0,orb,,,0.0,FAIL_EMPTY
2d,elastic_transform,1.0,dpvo,93.70296278443196,9.267408707690056,20.105703589517727,OK
2d,elastic_transform,1.0,droid,94.97266100755115,8.94150529324934,20.105703589517727,OK
2d,elastic_transform,1.0,orb,2.636519451765952,0.8202215695697681,8.896718784408721,OK
2d,elastic_transform,2.0,dpvo,94.5414033150082,9.383697177529877,20.105703589517727,OK
2d,elastic_transform,2.0,droid,95.1369891502555,8.936108664631737,20.105703589517727,OK
2d,elastic_transform,2.0,orb,2.3195523903385054,0.6325569448506777,9.689495705791677,OK
2d,elastic_transform,3.0,dpvo,93.32882722070548,9.208744821083783,20.105703589517727,OK
2d,elastic_transform,3.0,droid,93.83634186285632,8.791800391218862,20.105703589517727,OK
2d,elastic_transform,3.0,orb,15.885486269254,1.8887901218817849,8.192028187623873,OK
2d,elastic_transform,4.0,dpvo,93.10927398770784,9.199776360878325,20.105703589517727,OK
2d,elastic_transform,4.0,droid,92.94126258215124,8.661675811325209,20.105703589517727,OK
2d,elastic_transform,4.0,orb,14.104353264117291,1.7836504074602215,6.848711737502752,OK
2d,elastic_transform,5.0,dpvo,92.63369592810469,9.084153152851677,20.105703589517727,OK
2d,elastic_transform,5.0,droid,92.3023242850212,8.643150778910234,20.105703589517727,OK
2d,elastic_transform,5.0,orb,17.972210838361594,3.1097174417173266,4.3162299053072015,OK
2d,frost,1.0,dpvo,94.10476103573296,9.308685093549144,20.105703589517727,OK
2d,frost,1.0,droid,92.39634856343616,8.574216194505604,20.105703589517727,OK
2d,frost,1.0,orb,1.8451017346720369,0.5594392889997586,4.338251486456728,OK
2d,frost,2.0,dpvo,92.83473725178752,9.12022415638952,20.105703589517727,OK
2d,frost,2.0,droid,89.77723455959764,8.284657644801294,20.105703589517727,OK
2d,frost,2.0,orb,,,0.0,FAIL_EMPTY
2d,frost,3.0,dpvo,92.79304538245276,9.040801730562894,20.105703589517727,OK
2d,frost,3.0,droid,84.77332775215365,7.811960058516221,20.105703589517727,OK
2d,frost,3.0,orb,,,0.0,FAIL_EMPTY
2d,frost,4.0,dpvo,91.35687631186894,8.960325328521234,20.105703589517727,OK
2d,frost,4.0,droid,87.37235566787747,8.884347707194799,20.105703589517727,OK
2d,frost,4.0,orb,,,0.0,FAIL_EMPTY
2d,frost,5.0,dpvo,91.2542862606331,8.88245190851835,20.105703589517727,OK
2d,frost,5.0,droid,59.54691314072389,6.116186825023316,20.105703589517727,OK
2d,frost,5.0,orb,,,0.0,FAIL_EMPTY
2d,gaussian_noise,1.0,dpvo,93.42637337252424,9.194575886248913,20.105703589517727,OK
2d,gaussian_noise,1.0,droid,95.54958482345246,8.969080948571559,20.105703589517727,OK
2d,gaussian_noise,1.0,orb,,,0.0,FAIL_SYNC:SyncException
2d,gaussian_noise,2.0,dpvo,93.66868301482812,9.22565626838774,20.105703589517727,OK
2d,gaussian_noise,2.0,droid,95.27191374419824,8.932233072412293,20.105703589517727,OK
2d,gaussian_noise,2.0,orb,,,0.0,FAIL_EMPTY
2d,gaussian_noise,3.0,dpvo,93.71084018787624,9.211021624411485,20.105703589517727,OK
2d,gaussian_noise,3.0,droid,92.979795697811,8.622900323235768,20.105703589517727,OK
2d,gaussian_noise,3.0,orb,,,0.0,FAIL_EMPTY
2d,gaussian_noise,4.0,dpvo,92.61650597298542,9.034245935646393,20.105703589517727,OK
2d,gaussian_noise,4.0,droid,93.00103157176244,8.590308924569118,20.105703589517727,OK
2d,gaussian_noise,4.0,orb,,,0.0,FAIL_EMPTY
2d,gaussian_noise,5.0,dpvo,92.86486640247438,9.03398055580037,20.105703589517727,OK
2d,gaussian_noise,5.0,droid,87.73948298326351,7.93737146028961,20.105703589517727,OK
2d,gaussian_noise,5.0,orb,,,0.0,FAIL_EMPTY
2d,impulse_noise,1.0,dpvo,94.0253979635024,9.29893038237054,20.105703589517727,OK
2d,impulse_noise,1.0,droid,95.2038286855653,8.90955397569764,20.105703589517727,OK
2d,impulse_noise,1.0,orb,,,0.0,FAIL_EMPTY
2d,impulse_noise,2.0,dpvo,93.3871082384235,9.194341663971622,20.105703589517727,OK
2d,impulse_noise,2.0,droid,94.50672911508984,8.817952532394898,20.105703589517727,OK
2d,impulse_noise,2.0,orb,,,0.0,FAIL_EMPTY
2d,impulse_noise,3.0,dpvo,93.66534049003234,9.227307204904951,20.105703589517727,OK
2d,impulse_noise,3.0,droid,93.6088932989474,8.725126870750357,20.105703589517727,OK
2d,impulse_noise,3.0,orb,,,0.0,FAIL_EMPTY
2d,impulse_noise,4.0,dpvo,94.8118036592754,9.245237428289425,20.105703589517727,OK
2d,impulse_noise,4.0,droid,91.37741592958773,8.417083820773687,20.105703589517727,OK
2d,impulse_noise,4.0,orb,,,0.0,FAIL_EMPTY
2d,impulse_noise,5.0,dpvo,91.97659047786364,8.986163493801081,20.105703589517727,OK
2d,impulse_noise,5.0,droid,85.34779152970722,7.667656091491189,20.105703589517727,OK
2d,impulse_noise,5.0,orb,,,0.0,FAIL_EMPTY
2d,jpeg_compression,1.0,dpvo,94.04531117359268,9.3430381180073,20.105703589517727,OK
2d,jpeg_compression,1.0,droid,95.85631759647276,9.039583263417049,20.105703589517727,OK
2d,jpeg_compression,1.0,orb,2.4968355869023706,0.760794639609581,8.720546135212508,OK
2d,jpeg_compression,2.0,dpvo,93.35932494682888,9.176029788607146,20.105703589517727,OK
2d,jpeg_compression,2.0,droid,95.59988789909065,8.999999331687576,20.105703589517727,OK
2d,jpeg_compression,2.0,orb,2.77970763615827,0.7947741325516732,9.35917198854878,OK
2d,jpeg_compression,3.0,dpvo,94.26734059202232,9.339853505624694,20.105703589517727,OK
2d,jpeg_compression,3.0,droid,95.48377809231192,8.968455094515539,20.105703589517727,OK
2d,jpeg_compression,3.0,orb,5.527159235374119,1.4364758585166382,10.063862585333627,OK
2d,jpeg_compression,4.0,dpvo,93.24476399762425,9.161152558776957,20.105703589517727,OK
2d,jpeg_compression,4.0,droid,94.83152673582946,8.86076956564967,20.105703589517727,OK
2d,jpeg_compression,4.0,orb,2.9263283502798,0.8682589209056036,9.072891433604934,OK
2d,jpeg_compression,5.0,dpvo,93.3012076986608,9.191071534521312,20.105703589517727,OK
2d,jpeg_compression,5.0,droid,93.61041443835109,8.70393822657404,20.105703589517727,OK
2d,jpeg_compression,5.0,orb,4.998738490922084,0.8341182155425497,8.147985025324818,OK
2d,motion_blur,1.0,dpvo,93.7585488456482,9.22701666792053,20.105703589517727,OK
2d,motion_blur,1.0,droid,95.61077574113703,9.02636822233564,20.105703589517727,OK
2d,motion_blur,1.0,orb,2.335746808084654,0.7579226900348158,9.182999339352566,OK
2d,motion_blur,2.0,dpvo,93.30373296357445,9.17155086033693,20.105703589517727,OK
2d,motion_blur,2.0,droid,95.36656363433345,9.018862287155034,20.105703589517727,OK
2d,motion_blur,2.0,orb,3.200651839885949,0.9820377448645644,9.42523673199736,OK
2d,motion_blur,3.0,dpvo,94.42417308248136,8.095172050938933,16.5161858621449,OK
2d,motion_blur,3.0,droid,102.7173275859712,9.048966673805996,16.5161858621449,OK
2d,motion_blur,3.0,orb,2.4981831441174704,0.4828998896210011,7.289143360493283,OK
2d,pixelate,1.0,droid,96.12062710314504,9.094502563977905,20.105703589517727,OK
2d,pixelate,1.0,orb,3.646207027299046,0.900051765736218,8.808632459810614,OK
2d,pixelate,2.0,droid,95.75332219285056,9.048395765896675,20.105703589517727,OK
2d,pixelate,2.0,orb,2.50338388518986,0.8779390542824147,8.478308742567716,OK
2d,pixelate,3.0,droid,95.9052043626048,9.067136183201692,20.105703589517727,OK
2d,pixelate,3.0,orb,2.7086090466044648,0.7457546671553861,8.786610878661087,OK
2d,pixelate,4.0,droid,94.9130259980853,8.954522594548026,20.105703589517727,OK
2d,pixelate,4.0,orb,23.208532482094345,2.56580410907212,7.553402334287602,OK
2d,pixelate,5.0,droid,95.8905515544464,9.070424324944856,20.105703589517727,OK
2d,pixelate,5.0,orb,,,0.0,FAIL_EMPTY
2d,shot_noise,1.0,droid,95.28899349786352,8.958858308002164,20.105703589517727,OK
2d,shot_noise,1.0,orb,0.3322153054484669,0.0321437312962472,3.281215591279454,OK
2d,shot_noise,2.0,droid,95.14634867743476,8.937091426212755,20.105703589517727,OK
2d,shot_noise,2.0,orb,,,0.0,FAIL_EMPTY
2d,shot_noise,3.0,droid,94.04947877281349,8.778783963434941,20.105703589517727,OK
2d,shot_noise,3.0,orb,,,0.0,FAIL_EMPTY
2d,shot_noise,4.0,droid,90.83523947241684,8.387644876541472,20.105703589517727,OK
2d,shot_noise,4.0,orb,,,0.0,FAIL_EMPTY
2d,shot_noise,5.0,droid,91.36551352990126,8.439520484676539,20.105703589517727,OK
2d,shot_noise,5.0,orb,,,0.0,FAIL_EMPTY
2d,snow,1.0,droid,90.9265660685202,8.404375161669945,20.105703589517727,OK
2d,snow,1.0,orb,,,0.0,FAIL_EMPTY
2d,snow,2.0,droid,84.15814941862037,7.627384007099113,20.105703589517727,OK
2d,snow,2.0,orb,,,0.0,FAIL_EMPTY
2d,snow,3.0,droid,43.30303759249905,3.32135565945691,20.105703589517727,OK
2d,snow,3.0,orb,,,0.0,FAIL_EMPTY
2d,snow,4.0,droid,100.8452467282188,9.536731056810606,20.105703589517727,OK
2d,snow,4.0,orb,,,0.0,FAIL_EMPTY
2d,snow,5.0,droid,75.2021110795616,6.634943590307127,20.105703589517727,OK
2d,snow,5.0,orb,,,0.0,FAIL_EMPTY
2d,zoom_blur,1.0,droid,43.64171035799264,4.9334438878263605,20.105703589517727,OK
2d,zoom_blur,1.0,orb,88.76722295308858,14.70903965770414,10.438229464875578,OK
2d,zoom_blur,2.0,droid,60.5236718192475,6.083673769382017,20.105703589517727,OK
2d,zoom_blur,2.0,orb,112.2400873893463,25.377005234381027,8.346179255670558,OK
2d,zoom_blur,3.0,droid,86.96745464236612,7.650896636486945,20.105703589517727,OK
2d,zoom_blur,3.0,orb,50.92063837163919,13.15218328117546,2.6205681567936576,OK
2d,zoom_blur,4.0,droid,88.09764077499894,7.6082952229060625,20.105703589517727,OK
2d,zoom_blur,4.0,orb,4.290735021534925,0.3915286384039187,2.22417969610218,OK
2d,zoom_blur,5.0,droid,67.28468290981506,6.884382518029463,20.105703589517727,OK
2d,zoom_blur,5.0,orb,4.549469691834839,0.3522543602076836,2.334287601849813,OK
3d,far_focus,1.0,dpvo,125.38957491027,0.5404002743452884,100.0,OK
3d,far_focus,1.0,droid,101.85204211419514,0.4173443730083476,100.0,OK
3d,far_focus,2.0,dpvo,125.21625778380974,0.5396176982012684,100.0,OK
3d,far_focus,2.0,droid,104.99647943035434,0.4272152147498914,100.0,OK
3d,far_focus,3.0,dpvo,124.37459586539411,0.535018198005034,100.0,OK
3d,far_focus,3.0,droid,105.05883532607038,0.4281629211780232,100.0,OK
3d,far_focus,4.0,dpvo,122.317850971905,0.5270147218641813,100.0,OK
3d,far_focus,4.0,droid,101.9663121316991,0.4198692092426134,100.0,OK
3d,far_focus,5.0,dpvo,120.1368171824144,0.5150639407416079,100.0,OK
3d,far_focus,5.0,droid,104.5911126464559,0.4289097336917002,100.0,OK
3d,far_focus,5.0,orb,6.310757552627397,0.1411242470811592,48.62365117815459,OK
3d,flash,1.0,dpvo,123.40783684351068,0.5366538319579249,100.0,OK
3d,flash,1.0,droid,114.35172704470942,0.4598260036349483,100.0,OK
3d,flash,2.0,dpvo,123.23340223755584,0.5338787377878967,100.0,OK
3d,flash,2.0,droid,111.2596088329558,0.4494183886691367,100.0,OK
3d,flash,2.0,orb,6.384640906245525,0.1916003872069475,45.21030609997798,OK
3d,flash,3.0,dpvo,122.771878566656,0.5305742755299319,100.0,OK
3d,flash,3.0,droid,107.72162954816264,0.4362027671059286,100.0,OK
3d,flash,3.0,orb,6.497836698601351,0.167103561095566,47.016075754239154,OK
3d,flash,4.0,dpvo,121.43871709941972,0.5303399871716525,100.0,OK
3d,flash,4.0,droid,106.4404716493592,0.4323355934592828,100.0,OK
3d,flash,4.0,orb,9.069872402026718,0.2175185823600481,46.6417088746972,OK
3d,flash,5.0,dpvo,120.25093678581554,0.5253073190329701,100.0,OK
3d,flash,5.0,droid,106.45523072772215,0.4328241869848585,100.0,OK
3d,fog,1.0,dpvo,121.69306581170729,0.5291171476318363,100.0,OK
3d,fog,1.0,droid,116.70899486201333,0.4713376979205196,100.0,OK
3d,fog,1.0,orb,9.64206512896111,0.3433632206588451,47.08214049768774,OK
3d,fog,2.0,dpvo,122.09802541416592,0.5326997156241202,100.0,OK
3d,fog,2.0,droid,117.0173707423079,0.4722704542654278,100.0,OK
3d,fog,2.0,orb,6.79547009605716,0.1838848232864802,46.3113851574543,OK
3d,fog,3.0,dpvo,122.33843796276987,0.5316252309632907,100.0,OK
3d,fog,3.0,droid,118.96172548026176,0.4776358680452748,100.0,OK
3d,fog,3.0,orb,5.439282718310321,0.2032773716162466,44.7258313146884,OK
3d,fog,4.0,dpvo,122.65410248285109,0.531995040431943,100.0,OK
3d,fog,4.0,droid,117.36280735936556,0.4713089880921082,100.0,OK
3d,fog,4.0,orb,12.595193952029517,1.1973954009695766,42.655802686632896,OK
3d,fog,5.0,dpvo,124.79775636118788,0.5406639163710307,100.0,OK
3d,fog,5.0,droid,113.29890924010095,0.4531544364610724,100.0,OK
3d,fog,5.0,orb,9.69897468861035,0.259631638109065,31.44681788152389,OK
3d,iso_noise,1.0,dpvo,122.4301460515648,0.5304631405553024,100.0,OK
3d,iso_noise,1.0,droid,110.93124249309948,0.4447884684955266,100.0,OK
3d,iso_noise,1.0,orb,,,0.0,FAIL_EMPTY
3d,iso_noise,2.0,dpvo,122.81332012918703,0.5298996358773601,100.0,OK
3d,iso_noise,2.0,droid,111.12267406654082,0.4463659049115911,100.0,OK
3d,iso_noise,2.0,orb,,,0.0,FAIL_EMPTY
3d,iso_noise,3.0,dpvo,121.71947476042746,0.5280191725530061,100.0,OK
3d,iso_noise,3.0,droid,110.17772164334758,0.441474356041745,100.0,OK
3d,iso_noise,4.0,dpvo,122.76593807604324,0.5229719333011411,100.0,OK
3d,iso_noise,4.0,droid,111.26697938067308,0.4404135043076314,100.0,OK
3d,iso_noise,4.0,orb,,,0.0,FAIL_EMPTY
3d,iso_noise,5.0,dpvo,117.12562289890396,0.4990285765837443,100.0,OK
3d,iso_noise,5.0,droid,106.53027192933742,0.4255563181912428,100.0,OK
3d,iso_noise,5.0,orb,,,0.0,FAIL_EMPTY
3d,low_light,1.0,dpvo,121.04238635586196,0.5205860244409697,100.0,OK
3d,low_light,1.0,droid,115.12640532551276,0.4598123741192002,100.0,OK
3d,low_light,1.0,orb,9.169223885849672,0.1608649403350462,46.79585994274389,OK
3d,low_light,2.0,dpvo,120.3730642634385,0.5188255219265362,100.0,OK
3d,low_light,2.0,droid,114.40610981081096,0.4565667232984265,100.0,OK
3d,low_light,3.0,dpvo,119.56173801866002,0.5148285092023729,100.0,OK
3d,low_light,3.0,droid,114.38903889919148,0.4577350713421104,100.0,OK
3d,low_light,4.0,dpvo,120.20004378677854,0.51538866888702,100.0,OK
3d,low_light,4.0,droid,113.05376196871904,0.450028410050513,100.0,OK
3d,low_light,5.0,dpvo,118.53494836646554,0.5082186487379197,100.0,OK
3d,low_light,5.0,droid,110.7690819310837,0.4428340898039781,100.0,OK
3d,near_focus,1.0,dpvo,190.2661266475931,0.7935112631918423,100.0,OK
3d,near_focus,1.0,droid,119.11733055448468,0.4945408785563688,100.0,OK
3d,near_focus,1.0,orb,,,0.0,FAIL_EMPTY
3d,near_focus,2.0,dpvo,180.7456934975552,0.7742483589366405,100.0,OK
3d,near_focus,2.0,droid,116.02831040836874,0.3899234558299014,100.0,OK
3d,near_focus,2.0,orb,,,0.0,FAIL_EMPTY
3d,near_focus,3.0,dpvo,191.11230620870603,0.814046206621089,100.0,OK
3d,near_focus,3.0,droid,106.70354856976265,0.34026641419463,100.0,OK
3d,near_focus,3.0,orb,,,0.0,FAIL_EMPTY
3d,near_focus,4.0,dpvo,189.18976622435932,0.8106861274758749,100.0,OK
3d,near_focus,4.0,orb,,,0.0,FAIL_EMPTY
3d,near_focus,5.0,dpvo,181.4226489201382,0.9024585723728312,100.0,OK
3d,rain,1.0,dpvo,125.51043379820196,0.5424879700599181,100.0,OK
3d,rain,1.0,droid,111.92818425675064,0.4490058769794382,100.0,OK
3d,rain,1.0,orb,5.920210335481997,0.168968497247037,49.98898920942524,OK
3d,rain,2.0,dpvo,125.46212724298154,0.5392912843137032,100.0,OK
3d,rain,2.0,droid,111.8645335113128,0.4487501726065861,100.0,OK
3d,rain,2.0,orb,4.5742235692239,0.1196150475727344,51.46443514644351,OK
3d,rain,3.0,dpvo,127.93421723032166,0.5500595514896345,100.0,OK
3d,rain,3.0,droid,107.7974780820771,0.4333074050304849,100.0,OK
3d,rain,3.0,orb,7.029761831443065,0.2261994369453105,54.635542831975336,OK
3d,rain,4.0,dpvo,128.6129091092647,0.5503136425748556,100.0,OK
3d,rain,4.0,droid,96.99574680576364,0.3943188773453908,100.0,OK
3d,rain,4.0,orb,17.962105245487876,1.7165187371741255,41.40057256110989,OK
3d,rain,5.0,dpvo,129.1718605721951,0.5502469979912527,100.0,OK
3d,rain,5.0,droid,87.85556056998941,0.370146649535626,100.0,OK
3d,rain,5.0,orb,20.27270591936284,2.341156039521627,37.10636423695221,OK
mixed,mix_brightness_contrast,1.0,dpvo,122.7762879760162,0.5335200260748786,100.0,OK
mixed,mix_brightness_contrast,1.0,droid,114.43939825861972,0.4611362742556767,100.0,OK
mixed,mix_brightness_contrast,1.0,orb,6.3162711396224624,0.1883262185898018,45.8048887910152,OK
mixed,mix_brightness_contrast,2.0,dpvo,122.64204256481058,0.5338586837403809,100.0,OK
mixed,mix_brightness_contrast,2.0,droid,115.59331434871336,0.4643824735624955,100.0,OK
mixed,mix_brightness_contrast,2.0,orb,6.572812726353551,0.219097350632294,46.06914776480952,OK
mixed,mix_brightness_contrast,3.0,dpvo,120.75831888489236,0.5241155118686546,100.0,OK
mixed,mix_brightness_contrast,3.0,droid,116.8990655346304,0.4695920424698603,100.0,OK
mixed,mix_brightness_contrast,3.0,orb,4.859978339234028,0.1403937203791511,47.03809733538868,OK
mixed,mix_brightness_contrast,4.0,dpvo,120.99196439604248,0.5237519837549254,100.0,OK
mixed,mix_brightness_contrast,4.0,droid,115.19075858109302,0.4598146905175935,100.0,OK
mixed,mix_brightness_contrast,4.0,orb,,,0.0,FAIL_EMPTY
mixed,mix_brightness_contrast,5.0,dpvo,117.4468685642682,0.5091658679434328,100.0,OK
mixed,mix_brightness_contrast,5.0,droid,114.9414651443018,0.4572984632345853,100.0,OK
mixed,mix_brightness_contrast,5.0,orb,,,0.0,FAIL_EMPTY
mixed,mix_fog_contrast,1.0,dpvo,121.76142177090664,0.529684728048297,100.0,OK
mixed,mix_fog_contrast,1.0,droid,116.75866130507607,0.4711584141108962,100.0,OK
mixed,mix_fog_contrast,1.0,orb,5.845900617769458,0.2089516436014139,46.11319092710857,OK
mixed,mix_fog_contrast,2.0,dpvo,123.0380547714458,0.5330182976297341,100.0,OK
mixed,mix_fog_contrast,2.0,droid,115.8002754422911,0.4654904048760543,100.0,OK
mixed,mix_fog_contrast,2.0,orb,5.581400507788877,0.2518401071942015,46.66373045584673,OK
mixed,mix_fog_contrast,3.0,dpvo,123.77882782872813,0.5345021809938966,100.0,OK
mixed,mix_fog_contrast,3.0,droid,117.46014215454238,0.4696312264901016,100.0,OK
mixed,mix_fog_contrast,3.0,orb,0.275522282416322,0.243319990085358,1.761726491962123,OK
mixed,mix_fog_contrast,4.0,dpvo,127.87490072830388,0.549715021819985,100.0,OK
mixed,mix_fog_contrast,4.0,droid,122.833734652994,0.4909507999220701,100.0,OK
mixed,mix_fog_contrast,4.0,orb,,,0.0,FAIL_EMPTY
mixed,mix_fog_contrast,5.0,dpvo,125.7346280999345,0.5320183252942945,100.0,OK
mixed,mix_fog_contrast,5.0,droid,137.9853701860366,0.429539646722166,100.0,OK
mixed,mix_fog_contrast,5.0,orb,,,0.0,FAIL_EMPTY
mixed,mix_rain_contrast,1.0,dpvo,126.102282068152,0.5460516956818313,100.0,OK
mixed,mix_rain_contrast,1.0,droid,110.72996732728188,0.4458366166853196,100.0,OK
mixed,mix_rain_contrast,1.0,orb,6.5041859793734185,0.2228197696104314,45.45254349262277,OK
mixed,mix_rain_contrast,2.0,dpvo,125.10360985981028,0.5404265221265815,100.0,OK
mixed,mix_rain_contrast,2.0,droid,111.21006381021316,0.4464402283851971,100.0,OK
mixed,mix_rain_contrast,2.0,orb,5.657450440284765,0.2133242538589445,47.28033472803347,OK
mixed,mix_rain_contrast,3.0,dpvo,125.94014053004538,0.5477671832594895,100.0,OK
mixed,mix_rain_contrast,3.0,droid,107.78977861992308,0.4354203457749613,100.0,OK
mixed,mix_rain_contrast,3.0,orb,7.14136234868456,0.2280648457358705,53.11605373265801,OK
mixed,mix_rain_contrast,4.0,dpvo,127.2061720638404,0.5489878025748487,100.0,OK
mixed,mix_rain_contrast,4.0,droid,103.46558075790648,0.4162445775430153,100.0,OK
mixed,mix_rain_contrast,4.0,orb,18.0352109016933,2.2536492084233903,28.892314468178814,OK
mixed,mix_rain_contrast,5.0,dpvo,123.5152401677203,0.5275413705382083,100.0,OK
mixed,mix_rain_contrast,5.0,droid,104.8482392321406,0.4203858354526262,100.0,OK
mixed,mix_rain_contrast,5.0,orb,,,0.0,FAIL_EMPTY
