traj_name,rmse,mean,median,std,min,max,sse,num_frames,num_tracked_frames,num_evaluated_frames
00000_KeyFrameTrajectory.txt,122.317850971905,105.15081619948856,104.9923785398377,62.48969930289733,1.0883186154559656,236.3799362704512,67940882.922055,4541,4541,4541
