traj_name,rmse,mean,median,std,min,max,sse,num_frames,num_tracked_frames,num_evaluated_frames
00000_KeyFrameTrajectory.txt,121.43871709941972,104.18448140975212,104.8165786069242,62.39355611065866,2.729567110841732,237.2249515023217,66967770.89082892,4541,4541,4541
