method_name,dataset_name,sequence_name,exp_it,STATUS,SUCCESS,TIME,RAM,SWAP,GPU,COMMENTS,EVALUATION
monogs,kitti_3d_corrupted,mix_brightness_contrast_00_1,0,completed,True,640.5218012332916,13.1153564453125,0.0,2.99639892578125,nan,none
monogs,kitti_3d_corrupted,mix_brightness_contrast_00_2,0,completed,True,460.0615315437317,6.2935333251953125,0.0,2.55303955078125,,none
monogs,kitti_3d_corrupted,mix_brightness_contrast_00_3,0,nan,nan,0.0,0.0,0.0,0.0,nan,none
monogs,kitti_3d_corrupted,mix_brightness_contrast_00_4,0,nan,nan,0.0,0.0,0.0,0.0,nan,none
monogs,kitti_3d_corrupted,mix_brightness_contrast_00_5,0,nan,nan,0.0,0.0,0.0,0.0,nan,none
monogs,kitti_3d_corrupted,mix_fog_contrast_00_1,0,nan,nan,0.0,0.0,0.0,0.0,nan,none
monogs,kitti_3d_corrupted,mix_fog_contrast_00_2,0,nan,nan,0.0,0.0,0.0,0.0,nan,none
monogs,kitti_3d_corrupted,mix_fog_contrast_00_3,0,nan,nan,0.0,0.0,0.0,0.0,nan,none
monogs,kitti_3d_corrupted,mix_fog_contrast_00_4,0,nan,nan,0.0,0.0,0.0,0.0,nan,none
monogs,kitti_3d_corrupted,mix_fog_contrast_00_5,0,nan,nan,0.0,0.0,0.0,0.0,nan,none
monogs,kitti_3d_corrupted,mix_rain_contrast_00_1,0,nan,nan,0.0,0.0,0.0,0.0,nan,none
monogs,kitti_3d_corrupted,mix_rain_contrast_00_2,0,nan,nan,0.0,0.0,0.0,0.0,nan,none
monogs,kitti_3d_corrupted,mix_rain_contrast_00_3,0,nan,nan,0.0,0.0,0.0,0.0,nan,none
monogs,kitti_3d_corrupted,mix_rain_contrast_00_4,0,nan,nan,0.0,0.0,0.0,0.0,nan,none
monogs,kitti_3d_corrupted,mix_rain_contrast_00_5,0,nan,nan,0.0,0.0,0.0,0.0,nan,none
