traj_name,rmse,mean,median,std,min,max,sse,num_frames,num_tracked_frames,num_evaluated_frames
00000_KeyFrameTrajectory.txt,120.20004378677854,103.77737075899832,101.04125630073132,60.6490547716358,4.05302716405853,244.1153356940921,65608597.44012573,4541,4541,4541
