traj_name,rmse,mean,median,std,min,max,sse,num_frames,num_tracked_frames,num_evaluated_frames
00000_KeyFrameTrajectory.txt,120.25093678581554,103.1924533456874,103.15193290547224,61.73820025206709,3.39932957074365,237.6612054435552,65664166.89011044,4541,4541,4541
