traj_name,rmse,mean,median,std,min,max,sse,num_frames,num_tracked_frames,num_evaluated_frames
00000_KeyFrameTrajectory.txt,180.7456934975552,161.0455187390328,157.35935469563344,82.05697174517225,5.059929666554346,346.3498215072183,148349954.9650391,4541,4541,4541
