traj_name,rmse,mean,median,std,min,max,sse,num_frames,num_tracked_frames,num_evaluated_frames
00000_KeyFrameTrajectory.txt,120.1368171824144,103.7358301282284,102.57101333656136,60.59482148111501,1.4465914315028037,235.9891388096887,65539593.84079543,4541,4541,4541
