traj_name,rmse,mean,median,std,min,max,sse,num_frames,num_tracked_frames,num_evaluated_frames
00000_KeyFrameTrajectory.txt,117.12562289890396,101.38239810203848,95.54813173259066,58.65169131863155,4.060265043885472,247.9541385372196,62295306.80067085,4541,4541,4541
