traj_name,rmse,mean,median,std,min,max,sse,num_frames,num_tracked_frames,num_evaluated_frames
00000_KeyFrameTrajectory.txt,121.04238635586196,104.36298786249874,102.28650974245322,61.31578963964908,3.692051049551473,242.97378777130007,66531368.45733151,4541,4541,4541
