traj_name,rmse,mean,median,std,min,max,sse,num_frames,num_tracked_frames,num_evaluated_frames
00000_KeyFrameTrajectory.txt,119.56173801866002,103.3370746633184,101.4844922000996,60.1369952530924,2.617506829362648,238.57818842253303,64913636.76831188,4541,4541,4541
