traj_name,rmse,mean,median,std,min,max,sse,num_frames,num_tracked_frames,num_evaluated_frames
00000_KeyFrameTrajectory.txt,181.4226489201382,162.83750364226094,155.91028026519592,79.98828007124779,17.08006263328667,322.3065539366974,149463280.21458793,4541,4541,4541
