traj_name,rmse,mean,median,std,min,max,sse,num_frames,num_tracked_frames,num_evaluated_frames
00000_KeyFrameTrajectory.txt,123.40783684351068,105.67182389435604,105.68577920813496,63.74135101513579,4.476955980285466,243.60429660497888,69157133.13674566,4541,4541,4541
