traj_name,rmse,mean,median,std,min,max,sse,num_frames,num_tracked_frames,num_evaluated_frames
00000_KeyFrameTrajectory.txt,122.76593807604324,105.73397660559114,102.21348134388644,62.38430686365911,2.8123705821124423,249.66551028082367,68439570.4802283,4541,4541,4541
