traj_name,rmse,mean,median,std,min,max,sse,num_frames,num_tracked_frames,num_evaluated_frames
00000_KeyFrameTrajectory.txt,191.11230620870603,168.6930205776954,167.7056038620687,89.814132478043,5.390027683003829,347.5797526951386,165855091.5868068,4541,4541,4541
