traj_name,rmse,mean,median,std,min,max,sse,num_frames,num_tracked_frames,num_evaluated_frames
00000_KeyFrameTrajectory.txt,122.4301460515648,105.0775083679192,104.15931000570608,62.83198148552501,3.970600586676333,243.61417351698609,68065687.74708422,4541,4541,4541
