traj_name,rmse,mean,median,std,min,max,sse,num_frames,num_tracked_frames,num_evaluated_frames
00000_KeyFrameTrajectory.txt,125.21625778380974,107.43665631958947,106.84927590478956,64.3154420978967,1.4665860503902963,243.87480312193188,71198844.01996535,4541,4541,4541
