traj_name,rmse,mean,median,std,min,max,sse,num_frames,num_tracked_frames,num_evaluated_frames
00000_KeyFrameTrajectory.txt,122.771878566656,105.34188578400908,104.92858652782373,63.055699712670815,2.6604624178664373,241.59369379542755,68446194.051374,4541,4541,4541
