traj_name,rmse,mean,median,std,min,max,sse,num_frames,num_tracked_frames,num_evaluated_frames
00000_KeyFrameTrajectory.txt,190.2661266475931,169.15452568552735,167.63717060309622,87.10881350117343,0.9553041031943892,338.455757777911,164389644.42957932,4541,4541,4541
